,Country Code,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
196,216,0,0,0,2,4.0,1,5,335
197,216,0,0,0,2,4.0,1,5,353
198,216,0,0,0,1,4.0,1,5,170
199,216,0,0,0,2,4.1,1,5,192
200,216,0,0,0,3,4.1,1,5,302
201,216,0,0,0,1,4.2,1,5,355
202,216,0,0,0,2,4.3,1,5,287
203,216,0,0,0,3,4.0,1,5,264
204,216,0,0,0,3,4.4,1,5,235
205,37,0,0,0,2,3.0,2,0,6
206,216,0,0,0,2,3.7,5,2,38
207,216,0,0,0,1,4.4,1,5,122
208,216,0,0,0,2,4.4,1,5,207
209,216,0,0,0,1,3.9,5,2,66
210,216,0,0,0,1,4.9,0,1,249
211,216,0,0,0,2,3.8,5,2,63
212,216,0,0,0,3,3.8,5,2,145
213,216,0,0,0,1,3.8,5,2,83
214,216,0,0,0,2,3.7,5,2,116
215,216,0,0,0,1,4.1,1,5,122
216,216,0,0,0,1,4.1,1,5,142
217,216,0,0,0,1,4.1,1,5,114
218,216,0,0,0,2,4.6,0,1,214
219,216,0,0,0,1,4.3,1,5,116
220,216,0,0,0,2,4.2,1,5,111
221,216,0,0,0,1,3.7,5,2,25
222,216,0,0,0,1,4.1,1,5,128
223,216,0,0,0,1,4.3,1,5,244
224,216,0,0,0,1,4.2,1,5,112
225,216,0,0,0,1,4.1,1,5,144
226,216,0,0,0,2,4.6,0,1,166
227,216,0,0,0,3,4.5,0,1,208
228,216,0,0,0,2,3.9,5,2,136
229,216,0,0,0,1,4.0,1,5,85
230,216,0,0,0,2,4.1,1,5,117
231,216,0,0,0,2,3.4,2,0,53
232,216,0,0,0,2,4.9,0,1,474
233,216,0,0,0,1,3.9,5,2,125
234,216,0,0,0,4,3.7,5,2,201
235,216,0,0,0,2,0.0,4,3,2
236,216,0,0,0,2,0.0,4,3,3
237,216,0,0,0,1,4.3,1,5,167
238,216,0,0,0,2,4.0,1,5,112
239,216,0,0,0,2,4.1,1,5,256
240,216,0,0,0,1,4.3,1,5,123
241,216,0,0,0,2,4.0,1,5,199
242,216,0,0,0,2,4.1,1,5,157
243,216,0,0,0,2,4.1,1,5,100
244,216,0,0,0,3,4.2,1,5,141
245,216,0,0,0,2,4.2,1,5,197
246,216,0,0,0,2,4.5,0,1,1025
247,216,0,0,0,2,4.9,0,1,570
248,216,0,0,0,3,4.5,0,1,674
249,216,0,0,0,2,4.1,1,5,496
250,216,0,0,0,2,4.0,1,5,411
251,216,0,0,0,2,3.2,2,0,113
252,216,0,0,0,3,4.5,0,1,1109
253,216,0,0,0,2,4.6,0,1,728
254,216,0,0,0,1,4.4,1,5,659
255,216,0,0,0,3,4.2,1,5,370
256,216,0,0,0,3,4.3,1,5,532
257,216,0,0,0,2,4.8,0,1,860
258,216,0,0,0,1,4.2,1,5,943
259,216,0,0,0,4,4.1,1,5,476
260,216,0,0,0,1,4.1,1,5,218
261,216,0,0,0,1,4.0,1,5,214
262,216,0,0,0,2,4.3,1,5,699
263,216,0,0,0,2,3.8,5,2,308
264,216,0,0,0,2,4.0,1,5,157
265,216,0,0,0,3,4.2,1,5,530
266,14,0,0,0,1,3.6,5,2,29
267,216,0,0,0,1,3.4,2,0,33
268,216,0,0,0,2,3.3,2,0,40
269,216,0,0,0,1,3.4,2,0,153
270,216,0,0,0,2,3.3,2,0,65
271,216,0,0,0,2,3.4,2,0,58
272,216,0,0,0,2,3.5,5,2,100
273,216,0,0,0,1,3.6,5,2,156
274,216,0,0,0,1,3.5,5,2,74
275,216,0,0,0,2,3.6,5,2,117
276,216,0,0,0,3,3.7,5,2,83
277,216,0,0,0,2,3.6,5,2,48
278,216,0,0,0,3,3.8,5,2,198
279,216,0,0,0,1,3.5,5,2,126
280,216,0,0,0,1,3.5,5,2,119
281,216,0,0,0,2,3.6,5,2,140
282,216,0,0,0,3,3.6,5,2,159
283,216,0,0,0,2,3.6,5,2,131
284,216,0,0,0,1,3.5,5,2,60
285,216,0,0,0,2,3.7,5,2,89
286,216,0,0,0,4,3.6,5,2,72
287,14,0,0,0,2,4.1,1,5,56
288,216,0,0,0,1,3.7,5,2,83
289,14,0,0,0,3,3.5,5,2,37
290,14,0,0,0,2,3.7,5,2,29
291,216,0,0,0,2,4.4,1,5,239
292,216,0,0,0,1,4.1,1,5,235
293,216,0,0,0,2,3.8,5,2,88
294,216,0,0,0,1,3.9,5,2,133
295,216,0,0,0,1,4.4,1,5,267
296,216,0,0,0,2,4.1,1,5,171
297,216,0,0,0,2,3.8,5,2,107
298,216,0,0,0,3,4.3,1,5,164
299,216,0,0,0,1,4.1,1,5,182
300,216,0,0,0,2,4.9,0,1,681
301,216,0,0,0,1,4.6,0,1,357
302,216,0,0,0,2,3.8,5,2,89
303,216,0,0,0,2,4.2,1,5,350
304,216,0,0,0,1,4.3,1,5,298
305,216,0,0,0,2,4.2,1,5,319
306,216,0,0,0,3,3.8,5,2,114
307,216,0,0,0,1,3.9,5,2,136
308,216,0,0,0,2,2.2,3,4,108
309,216,0,0,0,1,4.0,1,5,161
310,14,0,0,0,2,3.8,5,2,192
311,14,0,0,0,1,3.8,5,2,93
312,14,0,0,0,2,4.1,1,5,40
313,14,0,0,0,1,3.7,5,2,100
314,14,0,0,0,1,3.8,5,2,97
315,216,0,0,0,1,3.6,5,2,41
316,216,0,0,0,2,4.5,0,1,799
317,14,0,0,0,2,3.6,5,2,18
318,14,0,0,0,2,3.5,5,2,31
319,216,0,0,0,2,3.9,5,2,146
320,216,0,0,0,1,4.9,0,1,478
321,216,0,0,0,2,4.6,0,1,467
322,216,0,0,0,2,4.5,0,1,302
323,216,0,0,0,2,4.5,0,1,289
324,216,0,0,0,3,4.1,1,5,293
325,216,0,0,0,4,4.0,1,5,195
326,216,0,0,0,1,4.3,1,5,244
327,216,0,0,0,4,4.2,1,5,379
328,216,0,0,0,1,4.2,1,5,223
329,216,0,0,0,2,3.7,5,2,243
330,216,0,0,0,2,3.7,5,2,104
331,216,0,0,0,1,3.7,5,2,153
332,216,0,0,0,2,3.8,5,2,323
333,216,0,0,0,1,4.1,1,5,181
334,216,0,0,0,2,4.0,1,5,316
335,216,0,0,0,2,4.2,1,5,288
336,216,0,0,0,1,4.0,1,5,232
337,216,0,0,0,3,4.1,1,5,314
338,14,0,0,0,2,2.9,2,0,11
339,216,0,0,0,1,2.4,3,4,17
340,14,0,0,0,3,3.8,5,2,176
341,216,0,0,0,2,3.6,5,2,65
342,14,0,0,0,3,2.4,3,4,193
343,216,0,0,0,3,3.6,5,2,30
344,216,0,0,0,3,4.4,1,5,981
345,216,0,0,0,3,4.5,0,1,1151
346,216,0,0,0,3,4.7,0,1,1341
347,216,0,0,0,4,4.3,1,5,782
348,216,0,0,0,3,4.6,0,1,1293
349,216,0,0,0,4,4.6,0,1,2324
350,216,0,0,0,3,4.3,1,5,910
351,216,0,0,0,4,4.4,1,5,886
352,216,0,0,0,3,4.6,0,1,1293
353,216,0,0,0,1,4.4,1,5,570
354,216,0,0,0,4,4.4,1,5,1685
355,216,0,0,0,3,4.8,0,1,1699
356,216,0,0,0,2,4.9,0,1,1457
357,216,0,0,0,3,4.9,0,1,1252
358,216,0,0,0,2,4.7,0,1,1412
359,216,0,0,0,2,3.6,5,2,432
360,216,0,0,0,3,4.2,1,5,568
361,216,0,0,0,2,4.4,1,5,797
362,216,0,0,0,3,4.4,1,5,1998
363,14,0,0,0,3,4.4,1,5,381
364,14,0,0,0,4,2.6,2,0,16
365,14,0,0,0,2,3.4,2,0,19
366,216,0,0,0,2,4.2,1,5,635
367,216,0,0,0,3,4.9,0,1,2238
368,216,0,0,0,1,4.6,0,1,792
369,216,0,0,0,1,4.5,0,1,828
370,216,0,0,0,3,3.7,5,2,292
371,216,0,0,0,2,3.9,5,2,502
372,216,0,0,0,2,3.7,5,2,559
373,216,0,0,0,2,4.2,1,5,1268
374,216,0,0,0,3,4.1,1,5,669
375,216,0,0,0,3,4.4,1,5,900
376,216,0,0,0,2,4.3,1,5,765
377,216,0,0,0,3,4.0,1,5,1270
378,216,0,0,0,2,4.1,1,5,502
379,216,0,0,0,3,3.9,5,2,724
380,216,0,0,0,3,3.5,5,2,479
381,216,0,0,0,2,4.2,1,5,591
382,216,0,0,0,3,4.4,1,5,1408
383,216,0,0,0,3,4.3,1,5,905
384,216,0,0,0,1,4.7,0,1,816
385,216,0,0,0,3,4.4,1,5,747
386,14,0,0,0,2,3.7,5,2,351
387,216,0,0,0,1,3.7,5,2,104
388,216,0,0,0,3,3.5,5,2,83
389,216,0,0,0,1,3.6,5,2,91
390,216,0,0,0,1,3.6,5,2,59
391,216,0,0,0,3,3.7,5,2,222
392,216,0,0,0,3,3.6,5,2,121
393,216,0,0,0,1,3.5,5,2,93
394,216,0,0,0,1,3.8,5,2,136
395,216,0,0,0,1,3.8,5,2,160
396,216,0,0,0,2,3.7,5,2,152
397,216,0,0,0,1,3.5,5,2,57
398,216,0,0,0,2,3.7,5,2,191
399,216,0,0,0,3,3.6,5,2,85
400,216,0,0,0,1,3.6,5,2,108
401,216,0,0,0,2,3.6,5,2,132
402,216,0,0,0,2,3.8,5,2,141
403,216,0,0,0,2,3.7,5,2,162
404,216,0,0,0,3,3.6,5,2,144
405,216,0,0,0,2,0.0,4,3,1
406,216,0,0,0,1,4.1,1,5,365
407,216,0,0,0,2,3.3,2,0,9
408,216,0,0,0,4,4.0,1,5,542
409,216,0,0,0,2,4.5,0,1,691
410,216,0,0,0,3,4.7,0,1,764
411,216,0,0,0,3,4.5,0,1,487
412,216,0,0,0,1,4.5,0,1,695
413,216,0,0,0,3,4.2,1,5,485
414,216,0,0,0,3,4.2,1,5,807
415,216,0,0,0,1,4.6,0,1,723
416,216,0,0,0,1,4.2,1,5,874
417,216,0,0,0,2,4.4,1,5,552
418,216,0,0,0,3,4.3,1,5,1056
419,216,0,0,0,3,4.3,1,5,707
420,216,0,0,0,4,4.9,0,1,1343
421,216,0,0,0,1,4.9,0,1,602
422,216,0,0,0,3,4.6,0,1,1078
423,216,0,0,0,2,3.9,5,2,232
424,216,0,0,0,4,4.4,1,5,1492
425,216,0,0,0,1,4.0,1,5,535
426,216,0,0,0,4,4.2,1,5,531
427,216,0,0,0,2,4.2,1,5,694
428,216,0,0,0,3,3.3,2,0,1201
429,216,0,0,0,3,4.7,0,1,906
430,216,0,0,0,1,4.6,0,1,880
431,216,0,0,0,3,4.5,0,1,1014
432,216,0,0,0,2,4.5,0,1,796
433,216,0,0,0,2,3.7,5,2,747
434,216,0,0,0,3,3.8,5,2,566
435,216,0,0,0,2,4.1,1,5,683
436,216,0,0,0,2,4.4,1,5,690
437,216,0,0,0,1,4.2,1,5,680
438,216,0,0,0,1,4.1,1,5,287
439,216,0,0,0,3,4.1,1,5,802
440,216,0,0,0,2,4.3,1,5,710
441,216,0,0,0,1,4.3,1,5,456
442,216,0,0,0,4,4.0,1,5,687
443,216,0,0,0,2,4.3,1,5,719
444,216,0,0,0,4,4.4,1,5,1803
445,216,0,0,0,4,4.1,1,5,558
446,216,0,0,0,3,3.8,5,2,883
447,184,0,0,0,4,3.4,2,0,34
448,184,0,0,0,4,4.0,1,5,33
449,184,0,0,0,4,3.8,5,2,33
450,184,0,0,0,4,3.1,2,0,34
451,184,0,0,0,4,3.8,5,2,35
452,184,0,0,0,4,3.9,5,2,33
453,184,0,0,0,2,4.2,1,5,29
454,184,0,0,0,4,4.1,1,5,35
455,184,0,0,0,3,3.2,2,0,29
456,184,0,0,0,4,3.2,2,0,30
457,184,0,0,0,3,3.7,5,2,33
458,184,0,0,0,3,3.0,2,0,25
459,184,0,0,0,4,3.8,5,2,30
460,184,0,0,0,4,3.9,5,2,34
461,184,0,0,0,4,3.1,2,0,33
462,184,0,0,0,4,3.2,2,0,32
463,184,0,0,0,4,3.2,2,0,30
464,184,0,0,0,3,3.8,5,2,28
465,184,0,0,0,3,3.9,5,2,35
466,184,0,0,0,4,3.2,2,0,33
467,216,0,0,0,3,3.7,5,2,100
468,216,0,0,0,1,3.6,5,2,92
469,216,0,0,0,1,3.8,5,2,182
470,216,0,0,0,1,3.6,5,2,76
471,216,0,0,0,3,3.7,5,2,129
472,216,0,0,0,2,3.6,5,2,94
473,216,0,0,0,2,3.8,5,2,129
474,216,0,0,0,2,3.8,5,2,178
475,216,0,0,0,1,3.7,5,2,97
476,216,0,0,0,1,3.9,5,2,161
477,216,0,0,0,1,3.7,5,2,122
478,216,0,0,0,1,3.8,5,2,195
479,216,0,0,0,3,3.7,5,2,146
480,216,0,0,0,1,3.7,5,2,117
481,216,0,0,0,2,3.8,5,2,187
482,216,0,0,0,3,3.9,5,2,239
483,216,0,0,0,1,4.0,1,5,303
484,216,0,0,0,3,4.0,1,5,280
485,216,0,0,0,2,4.0,1,5,271
486,216,0,0,0,4,3.5,5,2,58
487,216,0,0,0,2,4.6,0,1,1321
488,216,0,0,0,2,4.6,0,1,1629
489,216,0,0,0,2,4.1,1,5,921
490,216,0,0,0,2,4.1,1,5,986
491,216,0,0,0,2,4.1,1,5,1020
492,216,0,0,0,4,4.7,0,1,3157
493,216,0,0,0,3,3.9,5,2,665
494,216,0,0,0,4,3.9,5,2,373
495,216,0,0,0,2,4.4,1,5,1007
496,216,0,0,0,2,4.4,1,5,803
497,216,0,0,0,3,4.2,1,5,1363
498,216,0,0,0,1,4.9,0,1,1424
499,216,0,0,0,3,4.5,0,1,844
500,216,0,0,0,3,4.9,0,1,1413
501,216,0,0,0,3,4.5,0,1,1203
502,216,0,0,0,3,4.7,0,1,3074
503,216,0,0,0,3,4.8,0,1,1715
504,216,0,0,0,1,4.5,0,1,1868
505,216,0,0,0,3,4.0,1,5,875
506,216,0,0,0,3,4.4,1,5,1746
507,14,0,0,0,3,4.4,1,5,339
508,14,0,0,0,2,4.1,1,5,87
509,216,0,0,0,2,3.4,2,0,98
510,216,0,0,0,2,3.1,2,0,83
511,216,0,0,0,3,3.9,5,2,231
512,216,0,0,0,3,3.7,5,2,216
513,216,0,0,0,3,3.8,5,2,185
514,216,0,0,0,2,3.7,5,2,185
515,216,0,0,0,1,3.8,5,2,281
516,216,0,0,0,3,3.7,5,2,137
517,216,0,0,0,2,3.7,5,2,209
518,216,0,0,0,1,3.7,5,2,168
519,216,0,0,0,2,3.9,5,2,243
520,216,0,0,0,3,3.8,5,2,221
521,216,0,0,0,1,3.5,5,2,46
522,216,0,0,0,2,3.9,5,2,262
523,216,0,0,0,2,3.7,5,2,183
524,216,0,0,0,4,3.5,5,2,208
525,216,0,0,0,2,3.8,5,2,245
526,216,0,0,0,2,3.8,5,2,199
527,216,0,0,0,3,3.8,5,2,225
528,216,0,0,0,2,4.1,1,5,575
529,216,0,0,0,1,4.3,1,5,88
530,14,0,0,0,2,3.6,5,2,96
531,37,0,0,0,4,4.3,1,5,204
532,216,0,0,0,1,3.2,2,0,18
533,216,0,0,0,2,3.7,5,2,134
534,216,0,0,0,1,3.9,5,2,190
535,216,0,0,0,1,3.8,5,2,136
536,216,0,0,0,2,3.7,5,2,113
537,216,0,0,0,1,3.6,5,2,69
538,216,0,0,0,3,3.6,5,2,89
539,216,0,0,0,2,3.6,5,2,80
540,216,0,0,0,3,3.8,5,2,175
541,216,0,0,0,1,3.7,5,2,136
542,216,0,0,0,2,3.6,5,2,114
543,216,0,0,0,2,3.6,5,2,93
544,216,0,0,0,2,3.6,5,2,89
545,216,0,0,0,2,3.6,5,2,69
546,216,0,0,0,3,3.6,5,2,86
547,216,0,0,0,1,3.7,5,2,73
548,216,0,0,0,2,3.6,5,2,104
549,216,0,0,0,1,3.7,5,2,101
550,216,0,0,0,1,3.5,5,2,58
551,216,0,0,0,2,3.9,5,2,156
552,216,0,0,0,2,3.9,5,2,156
553,216,0,0,0,2,3.2,2,0,16
554,37,0,0,0,2,3.3,2,0,26
555,214,0,0,0,4,4.6,0,1,207
556,214,0,1,0,4,4.6,0,1,376
557,214,1,1,0,3,4.4,1,5,471
558,214,0,0,0,2,4.3,1,5,224
559,214,0,0,0,3,4.2,1,5,228
560,214,0,0,0,4,4.6,0,1,81
561,214,0,0,0,4,4.1,1,5,422
562,214,1,1,0,4,4.4,1,5,246
563,214,1,1,0,3,4.0,1,5,355
564,214,0,1,0,2,3.6,5,2,268
565,214,0,1,0,3,4.5,0,1,162
566,214,0,1,0,4,4.0,1,5,205
567,214,0,1,0,2,4.0,1,5,277
568,214,0,1,0,2,4.0,1,5,380
569,214,1,1,0,3,4.3,1,5,180
570,214,0,1,0,3,4.0,1,5,525
571,214,1,0,0,4,4.9,0,1,216
572,214,1,0,0,4,4.7,0,1,201
573,214,0,0,0,4,4.2,1,5,435
574,214,0,0,0,4,4.6,0,1,586
575,214,1,0,0,3,3.9,5,2,927
576,214,1,1,0,2,4.1,1,5,1448
577,214,1,1,0,2,4.3,1,5,1281
578,214,1,0,0,3,4.5,0,1,307
579,214,1,0,0,3,4.5,0,1,909
580,214,1,0,0,3,4.9,0,1,641
581,214,1,0,0,4,4.9,0,1,322
582,214,1,0,0,3,4.8,0,1,2510
583,214,0,0,0,4,4.5,0,1,1388
584,214,0,1,0,3,4.5,0,1,403
585,214,0,0,0,3,4.3,1,5,1351
586,214,0,0,0,3,4.3,1,5,661
587,214,1,0,0,3,4.4,1,5,281
588,214,1,0,0,4,4.9,0,1,1352
589,214,1,1,0,3,4.4,1,5,552
590,214,0,0,0,3,3.2,2,0,506
591,214,0,0,0,3,4.7,0,1,2424
592,214,0,0,0,3,4.3,1,5,386
593,214,0,1,0,3,3.7,5,2,500
594,214,1,1,0,3,4.3,1,5,544
595,214,0,1,0,3,3.9,5,2,285
596,214,0,1,0,3,3.8,5,2,210
597,214,0,1,0,4,4.1,1,5,372
598,214,0,0,0,3,4.3,1,5,316
599,214,0,1,0,4,3.9,5,2,69
600,214,0,0,0,2,4.1,1,5,33
601,214,0,1,0,4,4.1,1,5,449
602,214,0,1,0,3,4.2,1,5,504
603,214,0,1,0,3,4.1,1,5,192
604,214,0,0,0,3,2.4,3,4,154
605,214,0,0,0,2,4.2,1,5,142
606,214,0,0,0,3,4.2,1,5,444
607,214,0,1,0,4,4.2,1,5,265
608,214,0,1,0,4,3.8,5,2,227
609,214,0,1,0,4,3.9,5,2,357
610,214,0,0,0,3,4.8,0,1,459
611,214,0,1,0,4,4.1,1,5,197
612,214,0,0,0,4,4.5,0,1,143
613,214,0,0,0,2,3.8,5,2,12
614,214,0,0,0,4,4.2,1,5,43
615,1,0,0,0,3,3.9,5,2,140
616,1,0,0,0,2,3.5,5,2,71
617,1,0,0,0,2,3.6,5,2,94
618,1,0,0,0,2,4.0,1,5,87
619,1,0,0,0,3,4.2,1,5,177
620,1,0,0,0,4,4.0,1,5,45
621,1,0,0,0,4,4.3,1,5,133
622,1,0,0,0,4,4.0,1,5,41
623,1,0,0,0,3,3.6,5,2,59
624,1,0,0,0,4,3.8,5,2,46
625,1,0,0,0,1,3.9,5,2,103
626,1,0,0,0,2,4.1,1,5,121
627,1,0,0,0,3,3.4,2,0,70
628,1,0,0,0,1,4.9,0,1,77
